customer_id,gender,age,married,number_of_dependents,city,zip_code,latitude,longitude,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,customer_status,churn_category,churn_reason
0968-GSIKN,Female,23,No,0,"Thousand Palms",92276,33.84926300,-116.38277800,0,1,"Offer E",Yes,30.60,No,Yes,"Fiber Optic",27.00,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,"Mailed Check",70.80,70.80,0.00,0.00,30.60,101.40,Churned,Competitor,"Competitor made better offer"
0970-ETWGE,Male,38,No,0,Bodfish,93205,35.52399100,-118.40043200,0,1,"Offer E",Yes,42.46,No,Yes,Cable,27.00,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",89.55,89.55,0.00,0.00,42.46,132.01,Churned,Competitor,"Competitor had better devices"
0973-KYVNF,Female,59,Yes,0,Castaic,91384,34.50662700,-118.69904800,6,72,None,Yes,43.12,No,Yes,Cable,22.00,Yes,Yes,Yes,No,Yes,No,No,Yes,"Two Year",Yes,"Credit Card",70.65,5011.15,0.00,0.00,3104.64,8115.79,Stayed,,
0975-UYDTX,Female,46,Yes,0,Glendale,91207,34.18237800,-118.26292200,1,26,"Offer C",Yes,25.63,Yes,Yes,DSL,19.00,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"One Year",Yes,"Credit Card",90.10,2312.55,47.79,0.00,666.38,2931.14,Stayed,,
0979-PHULV,Male,30,Yes,0,"San Diego",92122,32.85723000,-117.20977400,2,69,"Offer A",Yes,48.80,Yes,Yes,"Fiber Optic",26.00,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",99.45,7007.60,0.00,0.00,3367.20,10374.80,Churned,Competitor,"Competitor made better offer"
0980-FEXWF,Male,32,Yes,1,Fiddletown,95629,38.51348400,-120.70461300,4,26,"Offer C",Yes,4.62,No,Yes,DSL,19.00,No,No,Yes,No,No,No,No,Yes,"One Year",No,"Credit Card",50.35,1285.80,0.00,0.00,120.12,1405.92,Stayed,,
0983-TATYJ,Female,42,Yes,0,"Santa Ynez",93460,34.63035600,-120.03256400,7,33,None,Yes,48.09,No,Yes,DSL,9.00,No,No,No,Yes,No,No,No,Yes,"One Year",Yes,"Credit Card",51.45,1758.90,0.00,0.00,1586.97,3345.87,Stayed,,
0988-AADSA,Female,40,Yes,2,Forbestown,95941,39.53102800,-121.24807000,5,72,"Offer A",Yes,9.72,Yes,Yes,Cable,15.00,Yes,Yes,Yes,Yes,No,Yes,Yes,No,"Two Year",No,"Bank Withdrawal",80.85,5824.75,0.00,10.00,699.84,6534.59,Stayed,,
0988-JRWWP,Female,50,No,0,Wilseyville,95257,38.39268600,-120.41595100,0,3,None,Yes,41.38,No,Yes,DSL,5.00,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",54.20,140.40,0.00,0.00,124.14,264.54,Joined,,
0991-BRRFB,Male,31,No,0,Corona,92883,33.76235100,-117.48872500,0,18,None,Yes,20.86,No,Yes,DSL,3.00,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",49.40,874.80,0.00,0.00,375.48,1250.28,Churned,Other,Deceased
0993-OSGPT,Female,78,Yes,0,"Junction City",96048,40.91319200,-123.06597000,2,68,None,Yes,40.55,No,Yes,DSL,20.00,No,Yes,Yes,Yes,No,No,No,Yes,"One Year",Yes,"Bank Withdrawal",60.65,3975.90,0.00,0.00,2757.40,6733.30,Stayed,,
0997-YTLNY,Female,59,No,2,Escondido,92029,33.07983400,-117.13427500,0,19,"Offer D",Yes,4.03,No,Yes,Cable,26.00,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,"Credit Card",48.80,953.65,0.00,0.00,76.57,1030.22,Stayed,,
0999-QXNSA,Male,72,No,1,"Los Angeles",90029,34.08995300,-118.29482400,0,7,None,Yes,41.14,No,Yes,DSL,17.00,No,No,No,No,No,No,No,Yes,"Two Year",Yes,"Credit Card",45.75,344.20,29.00,0.00,287.98,603.18,Stayed,,
1004-NOZNR,Male,71,No,2,"Glen Ellen",95442,38.36874400,-122.52264200,0,56,"Offer B",Yes,10.57,No,Yes,"Fiber Optic",28.00,Yes,No,No,No,Yes,Yes,No,Yes,"One Year",No,"Credit Card",94.80,5264.30,0.00,0.00,591.92,5856.22,Stayed,,
1010-DIAUQ,Male,54,No,0,"San Diego",92122,32.85723000,-117.20977400,0,5,"Offer E",Yes,20.86,No,Yes,"Fiber Optic",8.00,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",96.50,492.55,0.00,0.00,104.30,596.85,Churned,Competitor,"Competitor made better offer"
1013-QCWAM,Female,73,Yes,0,"Garden Grove",92841,33.78673800,-117.98256400,0,66,"Offer A",Yes,28.06,Yes,Yes,"Fiber Optic",20.00,No,Yes,No,No,Yes,Yes,No,Yes,"Two Year",Yes,"Bank Withdrawal",100.80,6690.75,0.00,0.00,1851.96,8542.71,Stayed,,
1016-DJTSV,Male,66,No,0,Santee,92071,32.84733600,-116.99760500,0,8,"Offer E",Yes,41.85,No,Yes,"Fiber Optic",5.00,No,No,No,No,No,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",69.70,572.85,0.00,0.00,334.80,907.65,Stayed,,
1017-FBQMM,Female,47,Yes,2,Acampo,95220,38.20023100,-121.23503400,8,62,"Offer B",Yes,15.05,Yes,Yes,"Fiber Optic",23.00,No,Yes,No,Yes,Yes,Yes,Yes,Yes,"One Year",Yes,"Credit Card",106.05,6703.50,0.00,0.00,933.10,7636.60,Stayed,,
1020-JPQOW,Female,63,Yes,0,Angwin,94508,38.54244800,-122.41992300,1,56,None,Yes,2.80,Yes,Yes,"Fiber Optic",20.00,No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",90.55,5116.60,0.00,40.00,156.80,5313.40,Stayed,,
1023-BQXZE,Male,30,No,0,Stockton,95203,37.95408900,-121.32976100,0,57,None,Yes,24.67,No,Yes,DSL,42.00,Yes,No,Yes,No,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",74.35,4317.35,0.00,0.00,1406.19,5723.54,Stayed,,
1024-KPRBB,Female,63,No,0,"San Diego",92101,32.72523000,-117.17134600,0,38,"Offer C",Yes,30.09,No,Yes,"Fiber Optic",18.00,No,No,No,No,Yes,Yes,Yes,No,"One Year",Yes,"Mailed Check",89.10,3342.00,0.00,90.00,1143.42,4575.42,Stayed,,
1024-VRZHF,Male,39,Yes,0,"San Diego",92117,32.82508600,-117.19942400,1,11,"Offer D",Yes,21.58,Yes,Yes,"Fiber Optic",30.00,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",-7.00,825.70,0.00,0.00,237.38,1063.08,Churned,Competitor,"Competitor made better offer"
1025-FALIX,Female,49,No,0,Nicolaus,95659,38.78889800,-121.60862400,0,26,None,Yes,37.51,No,Yes,"Fiber Optic",30.00,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",69.05,1815.65,0.00,0.00,975.26,2790.91,Stayed,,
1027-LKKQQ,Female,35,Yes,3,Plymouth,95669,38.48927300,-120.89161400,3,72,None,Yes,12.96,No,Yes,DSL,56.00,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",80.45,5886.85,0.00,0.00,933.12,6819.97,Stayed,,
1028-FFNJK,Male,79,Yes,0,Burbank,91504,34.21304900,-118.31765100,1,30,"Offer C",Yes,48.02,Yes,Yes,"Fiber Optic",24.00,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",101.50,2917.65,0.00,0.00,1440.60,4358.25,Stayed,,
1031-IIDEO,Female,51,No,0,"Sierra City",96125,39.60059900,-120.63635800,0,1,"Offer E",Yes,27.05,No,Yes,"Fiber Optic",23.00,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",70.85,70.85,0.00,0.00,27.05,97.90,Churned,Dissatisfaction,"Network reliability"
1032-MAELW,Female,57,Yes,3,Fresno,93703,36.76877400,-119.76263300,8,68,None,Yes,7.47,Yes,Yes,DSL,29.00,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",78.45,5333.35,0.00,0.00,507.96,5841.31,Stayed,,
1035-IPQPU,Female,77,Yes,0,"Parker Dam",92267,34.27387200,-114.19290100,2,63,None,Yes,18.14,Yes,Yes,"Fiber Optic",2.00,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",103.50,6479.40,0.00,0.00,1142.82,7622.22,Stayed,,
1036-GUDCL,Male,59,Yes,3,"Oak Park",91377,34.19225000,-118.77687400,1,60,None,Yes,39.76,No,Yes,DSL,76.00,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",-9.00,4663.40,0.00,0.00,2385.60,7049.00,Stayed,,
1041-RXHRA,Female,25,No,0,Guatay,91931,32.85794600,-116.56191700,0,41,None,Yes,40.78,No,Yes,"Fiber Optic",41.00,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",70.25,2868.05,0.00,0.00,1671.98,4540.03,Churned,Attitude,"Attitude of support person"
1042-HFUCW,Female,37,No,1,Cobb,95426,38.83808800,-122.73203000,0,25,"Offer C",Yes,39.90,No,Yes,DSL,27.00,No,Yes,No,Yes,No,No,No,Yes,"One Year",Yes,"Credit Card",54.75,1266.35,15.76,0.00,997.50,2248.09,Stayed,,
1043-UXOVO,Female,25,No,0,Sacramento,95830,38.49050800,-121.28417100,0,71,"Offer A",Yes,28.40,Yes,Yes,"Fiber Optic",76.00,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",113.15,7993.30,0.00,0.00,2016.40,10009.70,Stayed,,
1047-NNCBF,Male,56,No,0,"San Jose",95123,37.23875800,-121.82837500,0,20,None,Yes,3.80,No,Yes,"Fiber Optic",26.00,No,No,No,No,No,No,No,No,Month-to-Month,No,"Credit Card",70.55,1493.55,17.60,0.00,76.00,1551.95,Stayed,,
1053-MXTTK,Female,63,Yes,1,"North Hollywood",91602,34.15136000,-118.36478600,1,72,None,Yes,14.46,No,Yes,"Fiber Optic",29.00,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",108.65,7726.35,0.00,0.00,1041.12,8767.47,Stayed,,
1060-ENTOF,Female,70,Yes,0,"Los Angeles",90028,34.09986900,-118.32684300,3,67,None,Yes,2.67,Yes,Yes,"Fiber Optic",25.00,Yes,Yes,Yes,Yes,No,Yes,No,Yes,"One Year",Yes,"Credit Card",105.40,7035.60,0.00,0.00,178.89,7214.49,Stayed,,
1061-PNTHC,Female,36,Yes,2,Encinitas,92024,33.05457900,-117.25665000,5,56,"Offer B",Yes,13.94,Yes,Yes,"Fiber Optic",11.00,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",109.60,5953.00,0.00,0.00,780.64,6733.64,Stayed,,
1062-LHZOD,Male,49,Yes,0,"San Diego",92121,32.89861300,-117.20293700,0,1,None,Yes,4.99,No,Yes,"Fiber Optic",28.00,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Mailed Check",69.90,69.90,0.00,0.00,4.99,74.89,Churned,Competitor,"Competitor made better offer"
1063-DHQJF,Male,56,Yes,3,Whittier,90604,33.92970400,-118.01208000,2,69,"Offer A",Yes,20.32,No,Yes,"Fiber Optic",56.00,No,Yes,No,Yes,Yes,No,No,Yes,"Two Year",Yes,"Mailed Check",92.15,6480.90,0.00,0.00,1402.08,7882.98,Stayed,,
1069-XAIEM,Female,68,No,0,Mendocino,95460,39.30554500,-123.74369700,0,1,None,Yes,16.37,Yes,Yes,"Fiber Optic",7.00,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",85.05,85.05,0.00,0.00,16.37,101.42,Churned,Competitor,"Competitor had better devices"
1074-AMIOH,Female,38,Yes,2,"San Francisco",94127,37.73653500,-122.45732000,1,53,None,Yes,43.39,No,Yes,"Fiber Optic",29.00,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",108.25,5935.10,0.00,0.00,2299.67,8234.77,Stayed,,
1075-BGWOH,Male,69,Yes,0,Rosemead,91770,34.06510800,-118.08279100,1,16,None,Yes,15.16,Yes,Yes,"Fiber Optic",7.00,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",98.75,1587.55,0.00,0.00,242.56,1830.11,Churned,Attitude,"Attitude of support person"
1077-HUUJM,Female,48,No,1,"Rancho Cucamonga",91730,34.10097000,-117.57882000,0,7,"Offer E",Yes,28.50,No,Yes,"Fiber Optic",13.00,No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",71.05,472.65,0.00,10.00,199.50,682.15,Stayed,,
1084-MNSMJ,Female,63,Yes,0,"El Dorado",95623,38.63153000,-120.84260900,10,51,"Offer B",Yes,33.93,No,Yes,DSL,13.00,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Credit Card",85.50,4421.95,0.00,0.00,1730.43,6152.38,Stayed,,
1084-UQCHV,Male,35,No,0,"Angelus Oaks",92305,34.16780000,-116.86433000,0,1,"Offer E",Yes,27.97,No,Yes,"Fiber Optic",18.00,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",-7.00,69.75,0.00,0.00,27.97,97.72,Churned,Attitude,"Attitude of support person"
1086-LXKFY,Female,46,Yes,0,Westwood,96137,40.27153500,-121.01808700,1,1,"Offer E",Yes,16.55,No,Yes,"Fiber Optic",19.00,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",69.10,69.10,0.00,0.00,16.55,85.65,Churned,Other,"Don't know"
1088-AUUZZ,Male,33,Yes,1,"Shaver Lake",93664,37.22300000,-119.00102100,6,56,"Offer B",Yes,37.58,Yes,Yes,DSL,26.00,Yes,Yes,No,Yes,No,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",75.85,4261.20,0.00,0.00,2104.48,6365.68,Stayed,,
1088-CNNKB,Male,34,Yes,0,Campbell,95008,37.27968900,-121.95456700,9,63,None,Yes,34.02,Yes,Yes,DSL,18.00,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"One Year",No,"Credit Card",80.00,5040.20,0.00,0.00,2143.26,7183.46,Stayed,,
1089-HDMKP,Male,72,No,1,Bridgeport,93517,38.18458300,-119.28655800,0,11,None,Yes,11.86,No,Yes,Cable,23.00,No,Yes,No,Yes,No,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",54.55,601.25,0.00,0.00,130.46,731.71,Stayed,,
1090-ESELR,Male,47,Yes,0,Fawnskin,92333,34.27484600,-116.93758100,8,72,"Offer A",Yes,27.25,No,Yes,"Fiber Optic",19.00,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",105.50,7611.55,0.00,0.00,1962.00,9573.55,Stayed,,
1090-PYKCI,Female,19,Yes,3,Boonville,95415,39.02586700,-123.38154400,1,69,"Offer A",Yes,23.02,Yes,Yes,"Fiber Optic",48.00,Yes,Yes,Yes,Yes,Yes,No,No,No,"One Year",Yes,"Credit Card",105.10,7234.80,0.00,110.00,1588.38,8933.18,Stayed,,
1091-SOZGA,Female,27,Yes,0,"La Palma",90623,33.85050400,-118.03989200,1,56,None,Yes,42.37,Yes,Yes,"Fiber Optic",71.00,No,No,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Credit Card",99.80,5515.45,0.00,0.00,2372.72,7888.17,Stayed,,
1092-GANHU,Male,62,No,0,Magalia,95954,39.93385200,-121.58437100,0,17,None,Yes,30.61,No,Yes,"Fiber Optic",7.00,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",76.65,1313.55,0.00,0.00,520.37,1833.92,Churned,Competitor,"Competitor offered more data"
1095-JUDTC,Female,78,No,0,Woodbridge,95258,38.16960500,-121.31096400,0,47,None,Yes,14.22,Yes,Yes,"Fiber Optic",11.00,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",95.05,4504.55,0.00,0.00,668.34,5172.89,Churned,Competitor,"Competitor offered higher download speeds"
1095-WGNGG,Female,35,Yes,0,"San Pedro",90732,33.74411900,-118.31448000,2,61,None,Yes,17.49,Yes,Yes,"Fiber Optic",21.00,No,Yes,No,No,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",101.05,5971.25,0.00,0.00,1066.89,7038.14,Stayed,,
1096-ADRUX,Female,34,Yes,1,Placentia,92870,33.88115800,-117.85478300,1,66,None,Yes,37.84,Yes,Yes,"Fiber Optic",17.00,No,No,No,No,No,No,No,Yes,"One Year",Yes,"Bank Withdrawal",74.25,4859.25,0.00,0.00,2497.44,7356.69,Stayed,,
1097-FSPVW,Female,42,No,0,Pioneertown,92268,34.20110800,-116.59345600,0,42,"Offer B",Yes,32.16,No,Yes,DSL,8.00,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,"Credit Card",54.55,2455.05,0.00,0.00,1350.72,3805.77,Stayed,,
1101-SSWAG,Female,60,Yes,0,Berkeley,94702,37.86600900,-122.28622800,1,15,None,Yes,31.13,Yes,Yes,DSL,5.00,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",51.10,711.15,0.00,0.00,466.95,1178.10,Stayed,,
1104-FEJAM,Male,52,Yes,2,Richgrove,93261,35.80992100,-119.12743700,2,28,None,Yes,9.31,Yes,Yes,DSL,19.00,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",64.40,1802.15,0.00,0.00,260.68,2062.83,Stayed,,
1104-TNLZA,Male,67,Yes,0,"Klamath River",96050,41.81659500,-122.94828700,8,28,"Offer C",Yes,24.35,Yes,Yes,"Fiber Optic",15.00,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",105.80,2998.00,0.00,0.00,681.80,3679.80,Stayed,,
1110-KYLGQ,Female,46,No,0,Campbell,95008,37.27968900,-121.95456700,0,63,None,Yes,5.17,Yes,Yes,"Fiber Optic",16.00,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,"Credit Card",108.25,6780.10,0.00,0.00,325.71,7105.81,Stayed,,
1112-CUNAO,Female,67,No,0,Grimes,95950,39.03305800,-121.89571800,0,15,"Offer D",Yes,4.28,Yes,Yes,"Fiber Optic",6.00,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,No,"Bank Withdrawal",89.85,1424.95,0.00,0.00,64.20,1489.15,Churned,Dissatisfaction,"Service dissatisfaction"
1113-IUJYX,Female,59,Yes,0,Winnetka,91306,34.20953200,-118.57756300,3,14,None,Yes,5.63,No,Yes,"Fiber Optic",23.00,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"One Year",No,"Credit Card",105.95,1348.90,0.00,0.00,78.82,1427.72,Churned,Competitor,"Competitor offered higher download speeds"
1114-CENIM,Male,43,No,2,"San Jacinto",92582,33.80670800,-117.02007000,0,54,None,Yes,6.70,Yes,Yes,Cable,16.00,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",55.00,3092.65,0.00,0.00,361.80,3454.45,Churned,Other,"Don't know"
1116-DXXDF,Male,38,No,0,"Porter Ranch",91326,34.28191100,-118.55621800,0,39,None,Yes,37.94,No,Yes,"Fiber Optic",19.00,Yes,No,Yes,No,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",100.45,3801.70,0.00,0.00,1479.66,5281.36,Stayed,,
1120-BMWUB,Female,36,No,0,"Los Angeles",90056,33.98794500,-118.37044200,0,16,"Offer D",Yes,6.86,No,Yes,DSL,8.00,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,"Credit Card",53.90,834.15,0.00,40.00,109.76,983.91,Churned,Other,"Don't know"
1121-QSIVB,Female,39,No,3,Bakersfield,93309,35.34289100,-119.06480300,0,44,"Offer B",Yes,5.07,Yes,Yes,DSL,26.00,No,Yes,No,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Credit Card",77.55,3471.10,0.00,0.00,223.08,3694.18,Stayed,,
1122-JWTJW,Male,64,Yes,2,Ocotillo,92259,32.69896400,-115.88665600,1,1,None,Yes,37.68,No,Yes,"Fiber Optic",26.00,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",70.65,70.65,0.00,0.00,37.68,108.33,Churned,Competitor,"Competitor had better devices"
1122-YJBCS,Male,36,Yes,0,"Los Angeles",90032,34.07882100,-118.17757600,7,69,"Offer A",Yes,14.18,No,Yes,DSL,16.00,Yes,Yes,No,No,No,No,No,Yes,"One Year",Yes,"Credit Card",53.65,3804.40,0.00,0.00,978.42,4782.82,Stayed,,
1125-SNVCK,Female,78,No,0,"Los Angeles",90040,33.99452400,-118.14995300,0,49,None,Yes,35.65,No,Yes,DSL,3.00,No,No,No,No,No,No,No,Yes,"Two Year",No,"Credit Card",43.80,2106.05,20.45,0.00,1746.85,3832.45,Stayed,,
1131-SUEKT,Male,41,Yes,1,Hood,95639,38.37532500,-121.50793500,4,61,"Offer B",Yes,41.57,No,Yes,"Fiber Optic",21.00,No,Yes,No,Yes,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",98.45,6145.20,0.00,0.00,2535.77,8680.97,Stayed,,
1134-YWTYF,Male,32,Yes,0,Fresno,93725,36.62363200,-119.74132200,1,27,"Offer C",Yes,41.48,No,Yes,DSL,15.00,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",53.80,1389.85,0.00,0.00,1119.96,2509.81,Stayed,,
1135-HIORI,Female,48,Yes,3,Byron,94514,37.83323000,-121.60146100,3,64,"Offer B",Yes,39.37,Yes,Yes,"Fiber Optic",53.00,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",111.45,7266.95,0.00,0.00,2519.68,9786.63,Stayed,,
1136-XGEQU,Female,53,Yes,0,Winchester,92596,33.65743300,-117.04254000,9,50,"Offer B",Yes,46.49,Yes,Yes,DSL,11.00,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"One Year",Yes,"Credit Card",84.15,4164.40,0.00,0.00,2324.50,6488.90,Stayed,,
1137-DGOWI,Female,53,Yes,0,Coachella,92236,33.68003100,-116.17167800,7,30,None,Yes,17.33,No,Yes,DSL,13.00,No,Yes,Yes,Yes,No,Yes,Yes,Yes,"One Year",No,"Bank Withdrawal",70.25,2198.90,0.00,0.00,519.90,2718.80,Stayed,,
1142-IHLOO,Female,36,No,0,"San Diego",92107,32.74185200,-117.24345300,0,51,"Offer B",Yes,14.37,No,Yes,"Fiber Optic",7.00,No,No,No,No,Yes,Yes,Yes,Yes,"One Year",No,"Credit Card",87.55,4475.90,0.00,0.00,732.87,5208.77,Stayed,,
1143-NMNQJ,Female,39,No,0,"Boulder Creek",95006,37.17172700,-122.14296100,0,2,None,Yes,14.07,Yes,Yes,"Fiber Optic",6.00,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",85.70,169.80,0.00,0.00,28.14,197.94,Churned,Attitude,"Attitude of service provider"
1150-FTQGN,Female,35,Yes,3,"Oregon House",95962,39.34258700,-121.24983300,1,60,"Offer B",Yes,48.04,Yes,Yes,"Fiber Optic",76.00,Yes,Yes,No,No,Yes,No,No,Yes,"One Year",No,"Bank Withdrawal",94.15,5811.80,0.00,0.00,2882.40,8694.20,Stayed,,
1150-WFARN,Female,59,Yes,0,Brawley,92227,33.03933000,-115.19185700,1,67,None,Yes,32.15,Yes,Yes,"Fiber Optic",28.00,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",108.75,7156.20,0.00,0.00,2154.05,9310.25,Churned,Competitor,"Competitor had better devices"
1154-HYWWO,Male,55,No,0,"San Clemente",92672,33.42948800,-117.60943200,0,38,"Offer C",Yes,42.24,No,Yes,DSL,22.00,Yes,Yes,No,Yes,Yes,No,No,Yes,"One Year",No,"Credit Card",70.60,2708.20,0.00,0.00,1605.12,4313.32,Stayed,,
1157-BQCUW,Male,59,No,0,"Fall River Mills",96028,41.01728200,-121.46894500,0,1,"Offer E",Yes,30.07,Yes,Yes,"Fiber Optic",26.00,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",74.95,74.95,0.00,0.00,30.07,105.02,Churned,Competitor,"Competitor had better devices"
1162-ECVII,Male,66,Yes,0,Fresno,93704,36.79964800,-119.80124700,1,72,"Offer A",Yes,18.74,Yes,Yes,"Fiber Optic",14.00,No,Yes,Yes,Yes,Yes,Yes,Yes,No,"Two Year",Yes,"Bank Withdrawal",109.75,7932.50,0.00,140.00,1349.28,9421.78,Stayed,,
1163-ONYEY,Male,61,Yes,2,Shoshone,92384,35.92425200,-116.18866800,4,41,"Offer B",Yes,28.55,Yes,Yes,Cable,20.00,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,"Credit Card",74.55,3023.55,0.00,0.00,1170.55,4194.10,Stayed,,
1163-VIPRI,Female,22,Yes,2,Garberville,95542,40.05778400,-123.67946100,4,65,"Offer B",Yes,13.25,Yes,Yes,"Fiber Optic",47.00,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",109.30,7337.55,0.00,0.00,861.25,8198.80,Stayed,,
1169-SAOCL,Male,45,No,0,Brookdale,95007,37.10690200,-122.10000600,0,49,None,Yes,22.52,Yes,Yes,"Fiber Optic",25.00,No,Yes,No,Yes,Yes,Yes,Yes,No,"One Year",Yes,"Bank Withdrawal",106.65,5168.10,0.00,130.00,1103.48,6401.58,Stayed,,
1169-WCVAK,Male,42,Yes,0,Fresno,93710,36.82271500,-119.76182600,1,19,"Offer D",Yes,34.05,Yes,Yes,"Fiber Optic",20.00,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",88.80,1672.35,0.00,0.00,646.95,2319.30,Stayed,,
1170-SASML,Female,33,Yes,0,"Desert Hot Springs",92240,33.94855800,-116.51697600,6,69,"Offer A",Yes,34.49,Yes,Yes,"Fiber Optic",29.00,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",85.40,5869.40,0.00,0.00,2379.81,8249.21,Stayed,,
1172-VIYBP,Male,54,Yes,3,"Cathedral City",92234,33.82958300,-116.47413100,9,53,None,Yes,27.93,Yes,Yes,DSL,57.00,Yes,Yes,No,No,No,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",69.70,3686.05,0.00,0.00,1480.29,5166.34,Stayed,,
1173-NOEYG,Female,25,Yes,0,"Santa Margarita",93453,35.30392600,-120.25656700,1,27,None,Yes,18.74,Yes,Yes,"Fiber Optic",59.00,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",90.15,2423.40,0.00,0.00,505.98,2929.38,Stayed,,
